タマコッコ to アヌビス, maxgen = 3
		Gen:T-02 シルフィア(540) = ムラクモ(980) + ジェットラン(90)
		Gen:T-02 シルフィア(540) = ムラクモ(980) + グレイシャドウ(100)
		Gen:T-02 シルフィア(540) = マスクロウ(1080) + ボルカイザー(10)
		Gen:T-02 シルフィア(540) = ベリゴート(930) + ボルゼクス(140)
		Gen:T-02 シルフィア(540) = ベリゴート(930) + ジオラーヴァ(150)
		Gen:T-02 シルフィア(540) = ブルフェルノ(790) + ペコドン(280)
		Gen:T-02 シルフィア(540) = ブルフェルノ(790) + ブリザモス(290)
		Gen:T-02 シルフィア(540) = ブルフェルノ(790) + グランモス(300)
		Gen:T-02 シルフィア(540) = フラリーナ(780) + レヴィドラ(310)
		Gen:T-02 シルフィア(540) = フラリーナ(780) + ブリザモス(290)
		Gen:T-02 シルフィア(540) = フラリーナ(780) + グランモス(300)
		Gen:T-02 シルフィア(540) = フブキツネ(760) + レヴィドラ(310)
		Gen:T-02 シルフィア(540) = フブキツネ(760) + ボルカノン(320)
		Gen:T-02 シルフィア(540) = フブキツネ(760) + クインビーナ(330)
		Gen:T-02 シルフィア(540) = フブキツネ(760) + アグニドラ(315)
		Gen:T-02 シルフィア(540) = フェザーロ(1020) + ベイントール(70)
		Gen:T-02 シルフィア(540) = フェザーロ(1020) + ゼノグリフ(60)
		Gen:T-02 シルフィア(540) = フェザーロ(1020) + スザク(50)
		Gen:T-02 シルフィア(540) = ビリビリリュー(810) + ペコドン(280)
		Gen:T-02 シルフィア(540) = ビリビリリュー(810) + パリピドン(270)
		Gen:T-02 シルフィア(540) = ビリビリリュー(810) + デスティング(260)
		Gen:T-02 シルフィア(540) = ビーナイト(1070) + ボルカイザー(10)
		Gen:T-02 シルフィア(540) = ニャンバット(750) + ボルカノン(320)
		Gen:T-02 シルフィア(540) = ニャンバット(750) + グラクレス(340)
		Gen:T-02 シルフィア(540) = ニャンバット(750) + クインビーナ(330)
		Gen:T-02 シルフィア(540) = ドリタス(850) + ライバード(220)
		Gen:T-02 シルフィア(540) = ドリタス(850) + ボルカノン(230)
		Gen:T-02 シルフィア(540) = ドリタス(850) + サラブレイズ(240)
		Gen:T-02 シルフィア(540) = トドドドン(895) + ヘルガルダ(190)
		Gen:T-02 シルフィア(540) = ツララジカ(880) + リリクイン(210)
		Gen:T-02 シルフィア(540) = ツララジカ(880) + ヘルガルダ(190)
		Gen:T-02 シルフィア(540) = ツララジカ(880) + エレパンダ(200)
		Gen:T-02 シルフィア(540) = ツノガミ(920) + ジオラーヴァ(150)
		Gen:T-02 シルフィア(540) = ツノガミ(900) + ヘルガルダ(190)
		Gen:T-02 シルフィア(540) = ツキカゲ(950) + ボルゼクス(140)
		Gen:T-02 シルフィア(540) = ツキカゲ(950) + ツンドラー(130)
		Gen:T-02 シルフィア(540) = ツキカゲ(950) + グレイシャル(120)
		Gen:T-02 シルフィア(540) = シラヌイ(830) + リリクイン(250)
		Gen:T-02 シルフィア(540) = シラヌイ(830) + デスティング(260)
		Gen:T-02 シルフィア(540) = シラヌイ(830) + サラブレイズ(240)
		Gen:T-02 シルフィア(540) = サンドロ(1000) + ベイントール(70)
		Gen:T-02 シルフィア(540) = サンドロ(1000) + セイントール(80)
		Gen:T-02 シルフィア(540) = サンドロ(1000) + ジェットラン(90)
		Gen:T-02 シルフィア(540) = ゴリレイジ(1040) + スザク(50)
		Gen:T-02 シルフィア(540) = ゴリレイジ(1040) + シヴァ(30)
		Gen:T-02 シルフィア(540) = ガウルフ(1060) + ボルカイザー(10)
		Gen:T-02 シルフィア(540) = ガウルフ(1060) + シヴァ(30)
		Gen:T-02 シルフィア(540) = オコチョ(800) + ペコドン(280)
		Gen:T-02 シルフィア(540) = オコチョ(800) + ブリザモス(290)
		Gen:T-02 シルフィア(540) = オコチョ(800) + パリピドン(270)
		Gen:T-02 シルフィア(540) = エアムルグ(1030) + ゼノグリフ(60)
		Gen:T-02 シルフィア(540) = エアムルグ(1030) + スザク(50)
		Gen:T-02 シルフィア(540) = アロアリュー(820) + リリクイン(250)
		Gen:T-02 シルフィア(540) = アロアリュー(820) + パリピドン(270)
		Gen:T-02 シルフィア(540) = アロアリュー(820) + デスティング(260)
		Gen:T-02 シルティア(530) = ルミカイト(870) + ヘルガルダ(190)
		Gen:T-02 シルティア(530) = ラベロット(990) + ベイントール(70)
		Gen:T-02 シルティア(530) = ラベロット(990) + ゼノグリフ(60)
		Gen:T-02 シルティア(530) = ラブラドン(860) + ヘルガルダ(190)
		Gen:T-02 シルティア(530) = ラブラドン(860) + エレパンダ(200)
		Gen:T-02 シルティア(530) = ラブマンダー(940) + グレイシャル(120)
		Gen:T-02 シルティア(530) = ヤミトバリ(1010) + スザク(50)
		Gen:T-02 シルティア(530) = ムラクモ(980) + ベイントール(70)
		Gen:T-02 シルティア(530) = ムラクモ(980) + セイントール(80)
		Gen:T-02 シルティア(530) = ミルカルビ(910) + ボルゼクス(140)
		Gen:T-02 シルティア(530) = ミルカルビ(910) + ジオラーヴァ(150)
		Gen:T-02 シルティア(530) = ベリゴート(930) + ツンドラー(130)
		Gen:T-02 シルティア(530) = ベリゴート(930) + グレイシャル(120)
		Gen:T-02 シルティア(530) = ブルフェルノ(790) + パリピドン(270)
		Gen:T-02 シルティア(530) = ブルフェルノ(790) + デスティング(260)
		Gen:T-02 シルティア(530) = フラリーナ(780) + ペコドン(280)
		Gen:T-02 シルティア(530) = フラリーナ(780) + パリピドン(270)
		Gen:T-02 シルティア(530) = フブキツネ(760) + ブリザモス(290)
		Gen:T-02 シルティア(530) = フブキツネ(760) + グランモス(300)
		Gen:T-02 シルティア(530) = フェザーロ(1020) + シヴァ(30)
		Gen:T-02 シルティア(530) = ビリビリリュー(810) + リリクイン(250)
		Gen:T-02 シルティア(530) = ビリビリリュー(810) + サラブレイズ(240)
		Gen:T-02 シルティア(530) = ニャンバット(750) + レヴィドラ(310)
		Gen:T-02 シルティア(530) = ニャンバット(750) + グランモス(300)
		Gen:T-02 シルティア(530) = ニャンバット(750) + アグニドラ(315)
		Gen:T-02 シルティア(530) = ドリタス(850) + リリクイン(210)
		Gen:T-02 シルティア(530) = ドリタス(850) + エレパンダ(200)
		Gen:T-02 シルティア(530) = ツノガミ(920) + ボルゼクス(140)
		Gen:T-02 シルティア(530) = ツノガミ(920) + ツンドラー(130)
		Gen:T-02 シルティア(530) = ツノガミ(900) + ジオラーヴァ(150)
		Gen:T-02 シルティア(530) = ツキカゲ(950) + グレイシャドウ(100)
		Gen:T-02 シルティア(530) = シラヌイ(830) + ライバード(220)
		Gen:T-02 シルティア(530) = シラヌイ(830) + ボルカノン(230)
		Gen:T-02 シルティア(530) = サンドロ(1000) + ゼノグリフ(60)
		Gen:T-02 シルティア(530) = サンドロ(1000) + スザク(50)
		Gen:T-02 シルティア(530) = ゴリレイジ(1040) + ボルカイザー(10)
		Gen:T-02 シルティア(530) = オコチョ(800) + リリクイン(250)
		Gen:T-02 シルティア(530) = オコチョ(800) + デスティング(260)
		Gen:T-02 シルティア(530) = エアムルグ(1030) + シヴァ(30)
		Gen:T-02 シルティア(530) = アロアリュー(820) + ボルカノン(230)
		Gen:T-02 シルティア(530) = アロアリュー(820) + サラブレイズ(240)
		Gen:T-02 シルキーヌ(450) = ルミカイト(870) + シヴァ(30)
		Gen:T-02 シルキーヌ(450) = ラブラドン(860) + スザク(50)
		Gen:T-02 シルキーヌ(450) = ラブラドン(860) + シヴァ(30)
		Gen:T-02 シルキーヌ(450) = メルパカ(890) + ボルカイザー(10)
		Gen:T-02 シルキーヌ(450) = ブルフェルノ(790) + グレイシャル(120)
		Gen:T-02 シルキーヌ(450) = ブルフェルノ(790) + グレイシャドウ(100)
		Gen:T-02 シルキーヌ(450) = フラリーナ(780) + ツンドラー(130)
		Gen:T-02 シルキーヌ(450) = フラリーナ(780) + グレイシャル(120)
		Gen:T-02 シルキーヌ(450) = フブキツネ(760) + ボルゼクス(140)
		Gen:T-02 シルキーヌ(450) = フブキツネ(760) + ツンドラー(130)
		Gen:T-02 シルキーヌ(450) = フブキツネ(760) + ジオラーヴァ(150)
		Gen:T-02 シルキーヌ(450) = ビリビリリュー(810) + セイントール(80)
		Gen:T-02 シルキーヌ(450) = ビリビリリュー(810) + ジェットラン(90)
		Gen:T-02 シルキーヌ(450) = ビリビリリュー(810) + グレイシャドウ(100)
		Gen:T-02 シルキーヌ(450) = ニャンバット(750) + ボルゼクス(140)
		Gen:T-02 シルキーヌ(450) = ニャンバット(750) + ジオラーヴァ(150)
		Gen:T-02 シルキーヌ(450) = ドリタス(850) + ゼノグリフ(60)
		Gen:T-02 シルキーヌ(450) = ドリタス(850) + スザク(50)
		Gen:T-02 シルキーヌ(450) = トドドドン(895) + ボルカイザー(10)
		Gen:T-02 シルキーヌ(450) = ツララジカ(880) + ボルカイザー(10)
		Gen:T-02 シルキーヌ(450) = ツララジカ(880) + シヴァ(30)
		Gen:T-02 シルキーヌ(450) = ツノガミ(900) + ボルカイザー(10)
		Gen:T-02 シルキーヌ(450) = シラヌイ(830) + ベイントール(70)
		Gen:T-02 シルキーヌ(450) = シラヌイ(830) + ゼノグリフ(60)
		Gen:T-02 シルキーヌ(450) = シラヌイ(830) + セイントール(80)
		Gen:T-02 シルキーヌ(450) = オコチョ(800) + ジェットラン(90)
		Gen:T-02 シルキーヌ(450) = オコチョ(800) + グレイシャドウ(100)
		Gen:T-02 シルキーヌ(450) = アロアリュー(820) + ベイントール(70)
		Gen:T-02 シルキーヌ(450) = アロアリュー(820) + セイントール(80)
		Gen:T-02 シルキーヌ(450) = アロアリュー(820) + ジェットラン(90)
		Gen:T-02 シラヌイ(830) = ンダコアラ(1380) + ペコドン(280)
		Gen:T-02 シラヌイ(830) = ンダコアラ(1380) + ブリザモス(290)
		Gen:T-02 シラヌイ(830) = ンダコアラ(1380) + パリピドン(270)
		Gen:T-02 シラヌイ(830) = ルミカイト(870) + ブルフェルノ(790)
		Gen:T-02 シラヌイ(830) = ルミカイト(870) + フラリーナ(780)
		Gen:T-02 シラヌイ(830) = ルミカイト(870) + オコチョ(800)
		Gen:T-02 シラヌイ(830) = ルナティ(1180) + ヒエティ(480)
		Gen:T-02 シラヌイ(830) = ルナティ(1180) + パピテフ(490)
		Gen:T-02 シラヌイ(830) = ルナティ(1180) + アルパオー(470)
		Gen:T-02 シラヌイ(830) = ラベロット(990) + ライコーン(680)
		Gen:T-02 シラヌイ(830) = ラベロット(990) + ゴクエンオ(670)
		Gen:T-02 シラヌイ(830) = ラベロット(990) + カバネドリ(660)
		Gen:T-02 シラヌイ(830) = ラブラドン(860) + ブルフェルノ(790)
		Gen:T-02 シラヌイ(830) = ラブラドン(860) + ビリビリリュー(810)
		Gen:T-02 シラヌイ(830) = ラブラドン(860) + オコチョ(800)
		Gen:T-02 シラヌイ(830) = ラブマンダー(940) + ゴクエンオ(710)
		Gen:T-02 シラヌイ(830) = ラヴィ(1405) + リリクイン(250)
		Gen:T-02 シラヌイ(830) = ラヴィ(1405) + デスティング(260)
		Gen:T-02 シラヌイ(830) = ヤミトバリ(1010) + ツジギリ(640)
		Gen:T-02 シラヌイ(830) = ヤミトバリ(1010) + カバネドリ(660)
		Gen:T-02 シラヌイ(830) = ヤミイカ(1290) + ホルス(370)
		Gen:T-02 シラヌイ(830) = ヤミイカ(1290) + サラブレイズ(360)
		Gen:T-02 シラヌイ(830) = ヤミイカ(1290) + イグニクス(380)
		Gen:T-02 シラヌイ(830) = モコロン(1470) + ヘルガルダ(190)
		Gen:T-02 シラヌイ(830) = モコロン(1470) + エレパンダ(200)
		Gen:T-02 シラヌイ(830) = モグルン(1220) + シルキーヌ(450)
		Gen:T-02 シラヌイ(830) = モグルン(1220) + ササゾー(430)
		Gen:T-02 シラヌイ(830) = モグルン(1220) + アルパオー(440)
		Gen:T-02 シラヌイ(830) = メルパカ(890) + フラリーナ(780)
		Gen:T-02 シラヌイ(830) = メルパカ(890) + フブキツネ(760)
		Gen:T-02 シラヌイ(830) = メリポップ(1190) + ヒエティ(480)
		Gen:T-02 シラヌイ(830) = メリポップ(1190) + ヒエティ(460)
		Gen:T-02 シラヌイ(830) = メリポップ(1190) + アルパオー(470)
		Gen:T-02 シラヌイ(830) = ムラクモ(980) + ライコーン(680)
		Gen:T-02 シラヌイ(830) = ムラクモ(980) + ゴクエンオ(670)
		Gen:T-02 シラヌイ(830) = ミルフィー(1455) + リリクイン(210)
		Gen:T-02 シラヌイ(830) = ミルフィー(1455) + エレパンダ(200)
		Gen:T-02 シラヌイ(830) = ミルカルビ(910) + フブキツネ(760)
		Gen:T-02 シラヌイ(830) = ミルカルビ(910) + ニャンバット(750)
		Gen:T-02 シラヌイ(830) = ミルカルビ(910) + イヌズマ(740)
		Gen:T-02 シラヌイ(830) = ミステリア(1110) + スナペント(550)
		Gen:T-02 シラヌイ(830) = ミステリア(1110) + シルフィア(540)
		Gen:T-02 シラヌイ(830) = ミステリア(1110) + シーペント(560)
		Gen:T-02 シラヌイ(830) = マスクロウ(1080) + ヘルゴート(590)
		Gen:T-02 シラヌイ(830) = マスクロウ(1080) + アビスゴート(580)
		Gen:T-02 シラヌイ(830) = マスクロウ(1080) + アヌビス(570)
		Gen:T-02 シラヌイ(830) = マグピス(1270) + ササゾー(390)
		Gen:T-02 シラヌイ(830) = マグピス(1270) + イグニクス(380)
		Gen:T-02 シラヌイ(830) = ボルトラ(1410) + リリクイン(250)
		Gen:T-02 シラヌイ(830) = ボルトラ(1410) + デスティング(260)
		Gen:T-02 シラヌイ(830) = ボルトラ(1410) + サラブレイズ(240)
		Gen:T-02 シラヌイ(830) = ポプリーナ(1280) + ホルス(370)
		Gen:T-02 シラヌイ(830) = ポプリーナ(1280) + ササゾー(390)
		Gen:T-02 シラヌイ(830) = ポプリーナ(1280) + イグニクス(380)
		Gen:T-02 シラヌイ(830) = ホウロック(1390) + ペコドン(280)
		Gen:T-02 シラヌイ(830) = ホウロック(1390) + パリピドン(270)
		Gen:T-02 シラヌイ(830) = ホウロック(1390) + デスティング(260)
		Gen:T-02 シラヌイ(830) = ベリゴート(930) + イヌズマ(740)
		Gen:T-02 シラヌイ(830) = フォレーナ(1160) + パピテフ(490)
		Gen:T-02 シラヌイ(830) = フォレーナ(1160) + ニャンギマリ(510)
		Gen:T-02 シラヌイ(830) = フォレーナ(1160) + アズレーン(500)
		Gen:T-02 シラヌイ(830) = フェザーロ(1020) + ツジギリ(640)
		Gen:T-02 シラヌイ(830) = ビリビリリュー(810) + ラブラドン(840)
		Gen:T-02 シラヌイ(830) = ヒメウサ(1310) + フェスキー(350)
		Gen:T-02 シラヌイ(830) = ヒメウサ(1310) + サラブレイズ(360)
		Gen:T-02 シラヌイ(830) = ヒメウサ(1310) + グラクレス(340)
		Gen:T-02 シラヌイ(830) = ヒノコジカ(1155) + ニャンギマリ(510)
		Gen:T-02 シラヌイ(830) = ヒノコジカ(1155) + アズレーン(500)
		Gen:T-02 シラヌイ(830) = ビーナイト(1070) + ヘルゴート(590)
		Gen:T-02 シラヌイ(830) = ビーナイト(1070) + アビスゴート(580)
		Gen:T-02 シラヌイ(830) = パチグリ(1370) + ペコドン(280)
		Gen:T-02 シラヌイ(830) = パチグリ(1370) + ブリザモス(290)
		Gen:T-02 シラヌイ(830) = パチグリ(1370) + グランモス(300)
		Gen:T-02 シラヌイ(830) = ニャオテト(1480) + ヘルガルダ(190)
		Gen:T-02 シラヌイ(830) = ナエモチ(1240) + ホークウィン(420)
		Gen:T-02 シラヌイ(830) = ナエモチ(1240) + ドンモップ(410)
		Gen:T-02 シラヌイ(830) = ナエモチ(1240) + ササゾー(430)
		Gen:T-02 シラヌイ(830) = ドリタス(850) + ビリビリリュー(810)
		Gen:T-02 シラヌイ(830) = ドリタス(850) + オコチョ(800)
		Gen:T-02 シラヌイ(830) = ドリタス(850) + アロアリュー(820)
		Gen:T-02 シラヌイ(830) = トドドドン(895) + フブキツネ(760)
		Gen:T-02 シラヌイ(830) = ツララジカ(880) + ブルフェルノ(790)
		Gen:T-02 シラヌイ(830) = ツララジカ(880) + フラリーナ(780)
		Gen:T-02 シラヌイ(830) = ツノガミ(920) + ニャンバット(750)
		Gen:T-02 シラヌイ(830) = ツノガミ(920) + イヌズマ(740)
		Gen:T-02 シラヌイ(830) = ツノガミ(900) + フブキツネ(760)
		Gen:T-02 シラヌイ(830) = ツノガミ(900) + ニャンバット(750)
		Gen:T-02 シラヌイ(830) = ツッパニャン(1460) + リリクイン(210)
		Gen:T-02 シラヌイ(830) = ツッパニャン(1460) + ヘルガルダ(190)
		Gen:T-02 シラヌイ(830) = ツッパニャン(1460) + エレパンダ(200)
		Gen:T-02 シラヌイ(830) = ツキカゲ(950) + ゴクエンオ(710)
		Gen:T-02 シラヌイ(830) = ツキカゲ(950) + クレメーオ(700)
		Gen:T-02 シラヌイ(830) = チルテト(1440) + リリクイン(210)
